SR.No,question,answer,topic
1552,12. Do professors use multimedia in classes?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1553,13. What teaching aids are available?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1554,14. Are there smart classroom facilities?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1555,15. Tell me technology-enhanced teaching,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1556,16. Do instructors use online resources?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1557,17. What digital tools support learning?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1558,18. Are there interactive teaching technologies?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1559,19. Tell me about classroom equipment,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1560,20. Do faculty have access to teaching tools?,"Teaching resources include:
- LMS with course materials, quizzes, and assignments
- Digital libraries and online databases
- Multimedia content: videos, simulations, demos
- Lab equipment and software for IoT, Networking, Data Science, HPC
- Case studies, project templates, and simulations
- Industry datasets and guest lectures; faculty development FDPs

Want department-specific details or a counselor? I can share in Hindi/Marwari/Dhundhari/Mewari if you prefer.",STUDENT_FACULTY_INTERACTION
1561,1. How do faculty assess student performance?,"Students are evaluated via a mix of continuous assessments and final exams: quizzes, assignments, labs/workshops, projects (including capstones), presentations, mid-term and end-term exams, practicals/vivas, and internships where applicable. Some programs include attendance/participation and industry-based evaluations. Department-specific weightages vary; I can connect you with a counselor for exact breakdown.",ASSESSMENT_METHODS
1562,2. What evaluation methods are used?,"Students are evaluated via a mix of continuous assessments and final exams: quizzes, assignments, labs/workshops, projects (including capstones), presentations, mid-term and end-term exams, practicals/vivas, and internships where applicable. Some programs include attendance/participation and industry-based evaluations. Department-specific weightages vary; I can connect you with a counselor for exact breakdown.",ASSESSMENT_METHODS
1563,3. Tell me about grading systems,"Students are evaluated via a mix of continuous assessments and final exams: quizzes, assignments, labs/workshops, projects (including capstones), presentations, mid-term and end-term exams, practicals/vivas, and internships where applicable. Some programs include attendance/participation and industry-based evaluations. Department-specific weightages vary; I can connect you with a counselor for exact breakdown.",ASSESSMENT_METHODS
1564,4. How do professors test students?,"Students are evaluated via a mix of continuous assessments and final exams: quizzes, assignments, labs/workshops, projects (including capstones), presentations, mid-term and end-term exams, practicals/vivas, and internships where applicable. Some programs include attendance/participation and industry-based evaluations. Department-specific weightages vary; I can connect you with a counselor for exact breakdown.",ASSESSMENT_METHODS
1565,5. What assessment techniques do you use?,"Students are evaluated via a mix of continuous assessments and final exams: quizzes, assignments, labs/workshops, projects (including capstones), presentations, mid-term and end-term exams, practicals/vivas, and internships where applicable. Some programs include attendance/participation and industry-based evaluations. Department-specific weightages vary; I can connect you with a counselor for exact breakdown.",ASSESSMENT_METHODS
1566,6. Do faculty use fair evaluation methods?,"Students are evaluated via a mix of continuous assessments and final exams: quizzes, assignments, labs/workshops, projects (including capstones), presentations, mid-term and end-term exams, practicals/vivas, and internships where applicable. Some programs include attendance/participation and industry-based evaluations. Department-specific weightages vary; I can connect you with a counselor for exact breakdown.",ASSESSMENT_METHODS
